IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ESP,Spain,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.01,,0.03,0.03 [0.01 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.01,,0.15,0.03 [0.01 – 0.15],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,HND,Honduras,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ITA,Italy,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LTU,Lithuania,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,COL,Colombia,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.06,0.03 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.06,0.03 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.06,0.03 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.07,0.03 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.03,,0.03,0.03 [0.03 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.01,,0.2,0.04 [0.01 – 0.2],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.01,,0.21,0.04 [0.01 – 0.21],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.05,0.04 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LUX,Luxembourg,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.02,,0.05,0.04 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.06,0.04 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.02,,0.06,0.04 [0.02 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,IND,India,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.02,,0.07,0.04 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.02,,0.07,0.04 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,NER,Niger,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,PRT,Portugal,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,CYP,Cyprus,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.04,,,0.04,,0.04,0.04 [0.04 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2021,true,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.05,,,0.01,,0.27,0.05 [0.01 – 0.27],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.05,,,0.02,,0.07,0.05 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,ERI,Eritrea,Year,2021,true,Sex,Male,MLE,,,,,,,,,,0.05,,,0.02,,0.14,0.05 [0.02 – 0.14],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,IND,India,Year,2021,true,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.03,,0.08,0.05 [0.03 – 0.08],,,EN,2022-09-21T22:00:00.000Z
